GENE_NAME	human	human	cow	cow	cow	marmoset	marmoset	dog	armadillo	gorilla	gorilla	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musSpretus	musSpretus	musSpretus	musCaroli	musCaroli	musCaroli	musCaroli	opossum	opossum	opossum	ferret	rabbit	chimp	chimp	bonobo	bonobo	orangutan	orangutan
LY6G6C	0	0	0	0.21	0.05	0	0.06	0	0	0.8	0	0.07	0	0.27	0	0.03	0	0	0	0	0.1	0	0	0.62	0	0	0	0	0.59	NA	NA	NA	NA	0	0
ABHD16A	2.04	0.49	24.34	32.16	42.29	24.8	23.8	23.77	17.13	24.56	30.06	39.76	35.79	30.32	29.51	37.82	21.91	15.91	10.24	17.95	22.77	19.69	25.33	19.18	29.86	35.72	25.71	41.94	33.8	30.89	49.05	21.66	37.68	13.74	22.82
CSNK2B	0.58	0.17	77.19	137.76	135.63	100.82	87.75	35.2	20.37	79.63	64.01	88.01	114.89	105.04	109.48	108.17	82.24	129.94	187.6	125.7	107.25	107.12	197.83	250.23	45.94	43.29	26.64	139.42	57.72	64.23	107.77	70.97	99.59	56.67	99.45
GPANK1	2.61	1.03	25.94	31.07	40.26	19.4	19.53	9.47	9.11	7.27	10.01	9.53	8.58	11.36	10.77	8.81	4.12	11.02	12.98	15.67	10.1	11.84	20.89	13.22	14.72	24.5	16.59	32.13	13.19	13.68	12.75	6.09	8.83	7.56	5.93
C6orf47	0	0	8.28	8.92	14.11	NA	NA	NA	4.96	5.64	7.09	7.33	9.33	6.79	11.69	11.31	4.7	12.21	5.85	12.76	7.6	6.79	7.11	8.97	1.21	4.39	3.53	16.71	15.46	NA	NA	NA	NA	0	0
APOM	1.78	2.55	68.93	123.45	131.65	484.86	461.86	403.16	327.4	170.49	152.23	326.82	313.42	388.66	193.85	283.52	205.88	166.58	125.48	173.06	169.83	249.76	290.74	220.2	313.43	472.59	241.22	307.72	345.29	287.18	53.9	296.17	260.66	26.36	28.78
ERO1B	8.19	3.14	19.28	16.55	10.58	8.04	10.28	62.69	8.92	3.73	7.63	11.41	19.2	19.03	24.72	17.99	20.36	18.6	6.3	12.08	3.78	4.05	3.75	4.07	23.53	24.52	94.74	47.79	11.57	8.21	6.63	5.09	2.7	9.56	13.05
PRRC2A	0.26	0.04	17.29	30.35	32.85	27.11	16.89	16	18.96	9.47	13.24	36.53	47.16	40.11	45.9	47.15	19.43	45.24	126.12	40.06	51.51	42.68	83.01	67.45	43.34	47.52	21.12	74.08	60.05	25.63	24.12	10.63	9.31	17.39	7.8
NFKBIL1	0.02	0.03	4.32	9.09	16.01	15.96	17.65	5.03	6.99	7.34	9.08	9.59	6.89	3.86	7.02	6.67	4.59	4.58	4.68	5.81	8.42	7.87	10.23	9.82	4.66	6.63	6.3	7.72	2.19	20.16	22.37	7.41	13.08	4.17	4.28
CCHCR1	2.5	4.46	1.1	2.15	3.25	2	1.33	2.89	1.54	3.88	3.85	2.8	3.09	2	3.26	2.66	0.91	2.48	2.45	1.9	3.92	3.88	5.22	4.16	1.86	2.78	3.28	6.82	NA	5.36	3.69	2.75	3.4	5.33	5.24
PSORS1C2	0	0	0	0	0	0	0	0	0.66	0	0.05	0.08	0	0	0	0	0	0	0	0	0	0	0	0	3.83	1.8	0.9	NA	0.1	0	0	0.09	0	0	0
ZFAND6	44.28	20.41	27.96	49.58	54.2	26.71	25.93	0	13.59	22.74	18.02	30.04	30.96	52.38	44.41	38.76	57.96	49.96	22.92	29.2	33.03	38.35	27.95	34.93	39.03	67.22	90.99	70.7	42.48	15.25	23.95	27.01	31.68	38.11	24.82
CDSN	0	0	0	0	0	0	0	0.04	0	0	0.08	0	0	0	0	0.01	0	0	0	0.04	0	0	0	0	0	0	0	0.08	0.26	0	0	0	0.03	0	0
C6orf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0
DHX16	2	1.38	8.33	9.53	16.69	8.87	6.85	7.31	8.08	17.79	21.7	35.9	39.89	47.82	28.39	30.48	16.47	28.57	30.02	22.37	12.94	14.62	25.36	60.7	12.97	16.63	10.18	15.64	10.08	42.24	29.42	8.9	12.15	24.05	15.44
C6orf136	4.81	1.13	3.66	5.57	7.87	26.73	18.78	27.96	5.35	7.05	8.51	32.93	32.05	37.13	37.56	34.61	17.67	32.69	39.16	24.18	24.35	24.55	44.36	40.97	76.83	109.73	70.87	10.86	15.1	8.44	6.89	9.31	5.36	13.96	13.38
MRPS18B	8.45	8.04	35.76	60.99	48.18	55.03	43.71	38	34.25	36.88	34.68	32.05	71.33	40.47	80.4	73.21	54.32	65.57	60.79	66.91	73.77	72.39	122.88	113.16	52.61	72.18	50.16	177.59	56.71	25.32	49.01	37.55	36.26	26.74	37.02
PPP1R10	2.79	1.5	10.12	16.16	13.39	32.55	16.73	5.54	7.47	13.19	16.01	14.22	21.13	20.83	12.37	19.9	6.91	17.44	32.14	19.54	10.36	10.57	10.51	18.72	6.98	38.45	9.43	20.83	22.16	17.51	6.51	10.68	12.04	14.44	7.05
ABCF1	6.87	2.94	25.43	30.23	40.84	29.24	27.28	24.96	6.83	13.95	16.85	58.22	41.2	93.37	54.74	48.55	25.71	31.44	18.39	22.05	17.79	17.06	18.39	18.91	24.95	32.15	21.72	37.42	44.74	28.13	44.76	20.38	20.02	30.43	27.53
HSD17B2	88.89	73.48	42.14	34.03	22.54	209.53	120.33	2.52	0.12	85.23	60.01	95.35	167.74	159.91	207.42	236.47	157.13	363.71	193.76	225.83	208.49	182.62	247.88	246.68	30.01	20.24	16.49	3.87	353.15	160.16	172.65	120.53	53.91	267.46	162.1
DDR1	2.39	1.51	1.29	2.72	5.92	18.26	6.09	1.13	1.11	2.74	2.23	0.53	1.54	1.29	0.44	0.56	0.28	1.78	2.77	2.7	0.36	0.34	0.5	0.23	1.17	1.42	0.83	1.85	15.9	1.36	2.14	1.76	1.03	2.46	1.86
GNL1	2.27	1.86	6.34	10.08	9.08	15.45	14.83	10.64	19.78	13.95	14.57	24.31	16.93	20.64	20.02	16.01	8.23	19.45	13.27	19.27	11.78	9.86	10.99	9.8	6.13	5.75	6.39	19.77	21.42	9.8	7.85	4.76	4.92	17.59	13.84
TRIM15	0	0.05	0.89	0	0	0.26	0.13	NA	1.18	0.24	1.24	0.08	0	0.13	0.03	0.06	0.04	0.82	1.1	0.38	0	0.09	0	0	0.32	0.3	0.19	NA	0	0.1	0.09	0.04	0	0.51	0.15
FOXB2	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.33	0	0.1	0	0.17
TRIM40	0	0	0	0	0	0.24	0	NA	1.56	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.14
DISP3	0	0.02	0	0	0	0	0.03	5.65	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.01	0.09	0	0.03	0.14
TBC1D8	10.24	6.2	8.88	9.9	14.42	14.14	5.47	13.93	20.2	5.17	3.72	8.28	10.07	12.67	13.52	4.08	2.22	3.55	2.84	3.01	1.45	2.03	1.69	2.1	2.74	3.84	3.42	30.47	7.87	6.05	16.91	5.56	6.27	8.22	2.42
PPEF1	0.14	0.06	0.52	0.49	0.36	0.94	0.59	0.14	0.69	0	0	0	0	0.11	0	0	0	0	0	0	0.11	0.09	0	0	0	0	0.04	0.06	0.1	0	0	0	0	1.66	1.53
MOG	0.03	0	2.95	0.83	0.75	0	0	0	0	10.73	9.26	0	0	0.07	0	0.02	0	0	0	0	0	0	0	0	0	0	0.21	3.49	0	0	0	1.02	0	2.3	1.43
CBY3	0.68	0.14	0	0	0	NA	NA	0	0	2.31	2.17	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.38	0
AKT1S1	34.89	18.25	15.26	23.28	37.01	32.04	23.53	40.49	9.95	13.76	24.43	40.5	56.22	47.64	35.98	41.03	21.15	35.55	54.88	50.91	30.38	29.27	44.57	43.13	61.89	49.21	2.83	43.08	NA	38.84	28.18	14.03	14.36	26.8	22.79
GABBR1	1.68	0.02	1.39	1.59	1.91	8.82	3.72	1.9	1.98	9	5.26	1.96	3.64	3.04	2.81	1.29	0.68	1.22	1.22	2.57	0.53	0.54	0.72	1.05	1.32	1.33	0.71	11.1	1.29	NA	NA	NA	NA	5.02	7.55
C9orf135	0	0	0	0.11	0.08	0	0	0	0	0	0.35	0	0.14	0	0	0	0	0	0	0	0.89	0.63	0.41	1.21	0	0	0.29	1.64	0.03	0.15	0	0	0.16	0	0
MALRD1	0.04	0	0	0	0	0.18	0.42	NA	0.07	0.23	0.21	0.14	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.02	0.91	0.03	0.08	0	0	0.02	0.03	0	0
RANBP17	0.43	0.57	0.61	0.86	0.71	0.85	2.42	2.93	0.23	2.77	2.78	0	0.64	0.09	0.09	0.03	0.03	0.02	0	0.16	1.05	1.19	0.7	1.21	0.95	1.52	3.75	2.31	2.14	0.42	1.74	1.42	1.23	0.63	0.78
FAM196B	0	0.01	0	0	0.03	0.06	0.01	0.02	0.02	0.11	0.03	0.04	0	0	0.01	0.01	0.01	0	0	0	0.02	0.03	0.03	0	0.16	0.11	0.04	0.12	0.04	0.1	0.02	0.06	0.07	0.29	0.06
TTC25	7.72	0.3	0.14	0	0.1	0.28	0.72	0.11	0.54	0.15	0.36	0.39	0.63	0.58	0.32	0.28	0.14	1.77	1.49	2.67	0.44	0.19	0.49	0.31	0	0	0.03	0.71	0.26	0	0.59	0.54	0.18	0.69	0.1
NOS2	0	0.11	1.16	1.24	1.47	0.67	0.72	0.02	0.28	0.05	0.03	0.26	0.03	0.01	0.01	0.01	0.02	0	0.03	0	0	0.02	0.03	0	0.04	0.08	0.03	0.71	0.07	0.04	6.74	0.09	0	0.1	0.05
HUWE1	22.31	15.42	14.85	32.92	34.91	11.79	6.13	18.72	9.95	3.43	5.21	46.69	46.1	60.2	33.11	30.61	15.68	20.89	19.36	17.27	16.36	13.6	16.27	23.19	17.15	27.47	11.52	32.73	32.93	9.49	10.88	4.61	3.45	14.98	8.12
MROH6	17.79	5.64	0.34	0.34	1.62	2.06	1.45	NA	13.91	0.34	0.32	4.04	1.21	1.72	0.43	0.48	0.05	0.06	0.3	0.04	0.09	0.03	0.06	0	2.06	5.44	1.49	NA	0.53	NA	NA	NA	NA	0.08	0.12
ATXN2	20.55	10.91	14.49	16.96	18.24	11.05	3.92	15.93	24.53	5.08	5.16	59.07	61.69	97.12	38.27	60.8	22.83	57.68	193.27	57.88	30.89	32.32	106.2	123.22	26.12	40.29	20.77	26.56	NA	8.79	7.89	3.97	5.19	8.06	4.11
DCTN1	27.36	22.96	25.51	35.58	46.42	27.92	18.92	22.67	26.84	17.77	18.85	27.18	20.43	20.1	19.49	27.39	6.79	19.09	15.23	13.92	11.28	11.06	15.96	12.54	30.97	26.45	17.48	38.66	36.93	16.77	15.57	10.39	11.26	12.48	8.28
TCTN1	3.99	9.44	9.97	9.58	6.93	5.24	4.22	2.43	1.34	11.2	7.75	1.41	1.97	1.8	2.03	2.99	1.37	1.49	1.69	2.34	1.74	0.96	2.55	3.48	2.86	6.55	4.95	21.1	5.33	2.88	1.98	2.22	2.02	7.44	8.16
FAM216A	3.54	2.81	0.54	0.51	0.35	1.61	2.16	12.31	1.27	1.94	1.34	1.44	3.96	1.97	2.24	2.62	2.01	5.58	3.08	5.6	5.18	5.46	5.06	4.25	0.43	0.08	0.21	7.79	0.07	0.57	2.26	3.09	2.91	1.04	1.33
ZBTB48	11.8	18.52	3.2	3.73	5.31	6.92	6.94	11.27	3.41	10.65	14.51	9.5	15.69	8.22	10.78	14.87	5.44	7.39	3.42	6.41	2.12	3.15	3	4.69	1.09	1.5	0.51	7.72	5.54	15.08	8.21	11.48	12.18	20.37	7.32
GPR20	0.3	0	0.08	0.08	0	0	0	0.1	0.12	0.1	0.11	0	0	0	0	0.01	0	0	0.06	0	0	0	0	0	0	0.27	0.15	0	0.34	0	0.06	0.19	0	0.2	0
KRT40	0	0.02	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.6	0	0	0	0	0.46	0	0
LRRC3C	0.26	0.04	0	0	0	0	0	0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.07	0.15	0	0	0	0.19	0
UQCC3	16.85	8.81	5.97	4.21	15.21	9.19	13.09	8.45	4.77	27.55	28.13	47.24	38.36	42.22	25.24	38.03	19.33	28.29	17.89	26.56	19.95	18.71	23.01	24.26	28.42	33.63	30.85	NA	19.8	79.23	61.79	30.4	29.72	10.9	19.31
GRXCR2	0	0	0	0	0	8.16	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14
LRRC10B	0.03	0	0	0.04	0.04	0	0	0.13	0	0.08	0	0.17	0.06	0.11	0.06	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.18	0
FBXO47	0	0	6.27	6.57	4.48	0.33	0.06	0	119.87	0	0	0.3	0.17	0.11	0.08	0.18	0.32	0	0.06	0.11	0	0.07	0	0	0.03	0	0.01	0.48	0.02	0.18	0.05	0.07	0.15	0.09	0.07
C12orf73	4.69	3.82	15.3	11.94	24.46	14.7	13.33	2.97	12.02	2.08	1.02	16.04	17.31	12.21	18.32	16.28	14.42	21.18	29.41	32.27	50.75	61.64	60.06	44.87	53.25	35.41	0	NA	NA	1.99	1.98	1.41	1.16	2.3	2.04
TRIM13	4.12	3.62	12.56	14.5	9.33	1.67	2.89	4.73	7.32	17.3	7.53	0.93	0.61	1.27	0.99	1.74	1.2	2.47	1.54	1.78	1.68	1.47	1.33	1.85	2.92	4.13	3.5	4.65	5.78	2.59	7.2	8.92	5.96	NA	NA
MS4A13	0	0	0.12	0.32	0.05	0	0	0.05	0	NA	NA	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81	0.46
SPIRE2	13.58	3.93	0.1	0.12	0.5	0.68	1.5	2.13	0	0.69	1.46	0.14	0.15	0.07	0.03	0.03	0.03	0.03	0	0.04	0.16	0.33	0.12	0.19	0.07	0	0.07	2.48	9.47	0.07	0.98	0.67	0.52	46.96	17.49
PABPN1L	0.39	0.04	0	0	0	NA	NA	NA	0.81	NA	NA	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0.07	NA	NA	0	0.08	0	0.08	0	0.19
PKHD1L1	0.08	0.34	0	0	0.02	0.21	0.21	0.12	0.06	1.25	0.13	0.05	0.05	0.07	0.01	0.02	0.01	0.03	0.08	0.12	0.01	0.02	0.14	0.09	0.08	0.36	0.03	0.27	0.18	0.14	0.06	0.38	0.39	NA	NA
SLC35B4	8.26	2.76	0.84	1.75	0.98	1.6	0.96	3.27	2.19	2.06	3.85	12.43	12.55	11.26	12	12.36	6.39	20.01	5.76	11.97	9	14.05	8.22	11.48	12.48	10.31	13.69	15.31	8.15	5.82	5.46	6.79	6.05	2.17	1.43
FAM71F2	2.31	0.93	1.09	3.5	1.4	1.69	0.62	0.41	0	0	0	0.14	0.86	0.21	0.06	0	0.09	0.22	0.14	0	0	0	0	0	0	0	0.05	0.52	0	0.34	0.06	0.18	0.12	0.08	1.37
NOX4	0.05	0.05	0	0.05	0.03	0	0.08	0	0.05	0.23	0.18	14.01	15.85	9.09	21.56	15.95	12.3	7.6	6.2	5.65	6.54	4.7	4.44	6.64	0	0	0	0.23	0.13	0	0.03	0.04	0.06	0	0
CDKL4	0	0	0.07	0.38	0.29	0	0	1.72	3.14	0	0	0.04	0.04	0.08	0.08	0.13	0.13	0.13	0.09	0.03	0	0	0	0	0	0.42	0	0.91	0.11	0	0	0	0.06	0	0
C4orf47	0	0.27	1.82	1.03	0.67	0.16	0.05	0.47	0	0.7	0.76	1.1	0.72	0.48	0.28	0.4	0.22	1.23	0.41	0.94	0.29	0.17	0.21	0.11	0	0.36	0.24	8.62	0.21	0	0.14	0.42	0.07	0.95	2.72
TRIQK	3.24	2.89	4.67	3.74	2.05	3.57	0.86	NA	5.51	4.51	5.69	0.02	0.44	0	0.07	0.04	0.14	0.36	0.48	0.05	0.05	0.28	0.02	0.04	0.22	0	1.15	0	NA	4.16	3.1	3.04	1.99	3.86	1.78
ARID3C	4.95	4.68	0	0	0.02	0	0	0	0.7	1.12	2.64	0	0.09	0	0	0	0.01	0	0	0	0	0	0.19	0	0	0	0.08	0.27	0	0.83	0.13	0.44	0.3	0.19	0.09
C11orf91	0.3	0	0.11	0.12	0.22	NA	NA	2.82	0	0	0	0.08	0	0.16	0.08	0.14	0.05	0.24	0	0.36	0.12	0.29	0.35	0.73	0.49	0.14	0.13	NA	0	NA	NA	NA	NA	53.53	86.99
ZBTB10	2.16	1.77	4.45	3.57	3.32	2.02	3.19	8.73	7.01	4.8	1.81	0.97	1.15	0.84	0.88	0.8	0.66	0.14	0.18	0.14	0.22	0.24	0.32	0.24	2.24	3.99	2.74	23.52	4.63	10.22	4.21	5.67	17.2	3.5	2.17
ACOX3	23.45	11.76	13.58	14.65	39.27	9.1	6.32	46.43	221.48	5.66	3.85	16.36	18.83	15.07	28.24	21.26	10.82	62.5	51.56	42.26	18.91	17.17	17.95	16.71	36.97	38.05	121.6	95.13	19.52	16.98	9.02	4.53	4.8	8.12	5.34
C4orf46	0.11	0.2	2.28	1.39	1.26	0.61	0.43	0.72	0.86	1.06	0.97	0.88	0.72	0.67	0.42	0.35	0.3	1.74	2.45	2.88	0.14	0.47	0.72	1.03	4.34	5.35	13.98	NA	3.23	0.74	0.44	0.8	0.22	0.3	0.22
LGR4	16.45	11.57	18.39	25.34	11.96	39.62	43.9	57.14	18.97	18.42	14.45	15.56	14.92	19.27	17.75	15.48	13.88	14.07	6.35	10.5	11.41	10.51	9.7	9.98	11.39	50.72	18.02	28.6	36.59	19.78	9.25	12.05	16.22	7.92	3.98
VIT	0	0	0	0.09	0.01	0.04	0.06	0	0.03	0.04	0	0	0	0	0	0.01	0	0	0	0	0	0	0.03	0	0.04	0.11	0.02	0	0.14	0	0	0.1	0	0	0.07
PDE7A	1.97	1.01	3.01	4.6	2.07	1.14	0.66	0.39	1.77	2.64	1.98	2.3	3.12	2.94	3.02	1.38	2.27	1.25	0.57	1.12	1.44	2.31	0.77	1.75	0.24	0.27	0.38	3.02	1.16	1.68	3.91	1.99	2.61	1.13	0.96
TMEM170B	5.16	1.06	0	0.15	0.52	0.47	0.27	2.31	0.53	1.49	1.44	5.76	5.66	8.19	4.62	3.32	3.89	2.45	2.39	2.75	2.02	2.96	2.11	1.89	3.17	3.22	1.32	1.41	5.29	6.57	2.65	0.28	1.69	0.62	2.72
MTMR2	0.59	0.59	8.38	9.67	6.62	0.94	0.42	0.57	12.67	2.25	1.34	11.48	11.38	11.48	14.17	10.89	9.39	13.73	9.59	9.05	9.12	9.08	6.7	11.01	0.87	1.04	2.09	6.01	1.88	1.04	1.54	1.97	1.46	1.05	0.96
SNX2	16.07	15.81	67.29	43.8	24.48	23.61	19.41	7.47	0	30.95	20.53	25.67	24.65	37.57	25.46	23.86	22.22	26.86	13.6	20.42	20.23	24.17	25.57	22.9	68.76	93.09	153.2	73.13	61.04	21.39	33.87	29.48	38.15	35.64	23.67
NT5M	1.48	0.98	1.55	0.81	2.32	4.07	2.69	0.35	8.14	0.75	1.03	8.2	11.28	6.76	8.53	8.62	4.26	17	8.34	14.83	6.64	10.45	5.87	7.14	8.05	6.91	4.85	0	0.09	0.54	2.51	1.04	0.41	0.23	0.24
TECPR1	4.21	2.29	NA	NA	NA	10.61	8.29	3.16	88.37	3.57	11.21	6.03	7.01	4.66	5.43	9.32	2.25	3.87	2.54	3.84	1.29	1.5	1.72	1.74	3.18	3.91	3.06	7.66	4.66	4.76	5.02	2.7	2.41	5.54	1.67
C15orf59	0.4	0.16	1.48	3.19	7.27	3.92	2.15	0.17	6.05	2.27	8.04	0	0.11	0.05	0.03	0.06	0	0.56	0.76	0.36	0	0.14	0.16	0.07	0	0	0	6.57	NA	0.38	0.1	0.65	0.21	12.47	1.32
CFI	140.49	178	2821.27	1600.44	873.2	936.35	959.49	887.22	641.1	199.02	228.04	332.51	384.09	496.49	521.45	329.52	334.69	403.32	190.72	287.88	350.45	343.07	352.52	304.89	111.73	125.86	183.62	410.18	452.1	301.13	258.13	288.79	339.3	799.93	482.61
IZUMO3	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0.14	0	0	0
ATP6AP1L	3.13	1.41	NA	NA	NA	1.83	3.08	0	0.72	2.26	1.58	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0.36	0.93	0	2.68	0	0	0.95	1.02	0.23	0.09
CCDC85C	23.15	2.65	5.78	8.58	17.55	1.95	0.35	6.02	2.14	NA	NA	7.3	7.26	4.32	4.97	6.41	1.39	3.68	6.21	5.57	5.11	4.87	7.38	7.55	5.95	4.02	2.61	NA	0.71	8.48	9.43	1.09	0.74	0.72	0.35
RGL3	8.89	5.39	0.04	0.04	0.06	3.9	0.62	0	NA	5.39	9.93	9.8	21.45	9.04	16.55	17.65	6.37	13.77	13.98	13.73	12.64	14.15	26.1	25.49	0.99	1.39	1.14	0.64	NA	6.27	2.36	4.98	3.96	3.07	1.77
NAP1L4	71.03	25.84	23.96	24.16	33.4	0	0	17.07	10.71	27.37	27.69	32.34	32.4	35.22	31.19	30.62	18.43	24.88	15.04	21.28	20	22.82	26.65	25.52	14.19	21.7	19.37	33.11	36.85	23.99	39.86	23.06	23.68	36.7	38.64
CPT1B	7.43	3.64	1.29	4.73	3.54	4.44	6.31	3.94	3.6	1.78	1.85	1.68	2.45	1.58	0.79	1.8	0.35	0.68	0.94	1.05	0.7	0.65	2.31	0	15.32	29.72	4.4	5.8	3.25	1.75	1.33	1.68	1.64	2.54	5.8
DENND6B	1	0.66	2.4	2	4.14	18.21	10.45	1.75	7.53	7.76	5.7	1.17	1.85	1.59	2.68	2.66	0.85	3.36	1.95	2.93	1.65	1.42	1.78	1.87	3.18	3.07	1.63	6.65	2.88	NA	NA	NA	NA	2.84	3.24
LCMT1	4.77	6.17	27.68	22.76	26.31	4.92	6.64	11.3	5.55	6.45	4.17	6.5	8.15	6.84	7.48	10.2	7.09	10.39	3.67	6.81	7.24	10.51	7.04	7.9	8.41	6.92	16.22	10.25	9.04	4.85	10.85	7.42	7.7	11.96	4.25
MFSD2B	0.68	0.13	0.11	0	0.4	0.28	0.16	0.41	0.05	5.12	7.54	0.74	0.43	0.27	0.42	0.35	0.17	0.4	0.81	0.42	0.19	0.42	0.17	0.08	0.24	0.22	0.09	1.91	1.62	1.14	0.14	0.14	0.28	0.28	0.07
CDPF1	7.7	2.77	7.33	8.62	14.74	5.77	7.64	2.72	2.4	NA	NA	3.52	6.87	4.93	4.52	6.38	1.49	2.13	2.68	5.08	11.29	9.48	19.04	14.9	13.16	11.93	6.66	NA	13.8	3.02	3.67	1.47	2.46	2.53	1.29
LIN52	2.52	1.59	2.98	2.47	3.99	5.87	2.96	0.58	1.67	2.57	3	4.98	4.91	3.91	7.74	4.25	3.57	3.61	2.07	2.29	1.37	1.37	1.6	2.11	2.87	4.67	5.63	8.18	3.64	3.01	3.39	3.86	3.06	6.46	7.57
TRIP6	76.69	27.47	1.57	1.18	2.68	5.76	4.28	4.05	3.05	10.96	13.16	6.15	16.55	10.74	12.91	13.62	7.02	24.04	21.88	24.39	6.85	8.8	12.66	7.79	2.55	3.43	2.46	NA	NA	7.2	7.52	4.94	8.3	6.18	6.49
TECRL	0.01	0.01	0	0	0	0.14	0.08	2.01	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.34	0.27	0	0	0.08	0	0.26	0.11
DPF3	3.38	0.59	3.59	2.33	2.76	1.79	1.94	1.64	1.87	0.48	2.16	1.94	0.66	1.64	0.75	0.73	0.54	1	0.89	0.83	1.34	2.07	0.99	1.33	1.55	2.07	1.29	1.42	10.86	1.21	0.78	2.16	1.2	2.68	0.39
MANSC4	0	0.04	0.48	0.65	0.62	NA	NA	0	0	0.05	0	0.54	0.33	0.42	0.32	0.67	0.16	0.11	0.24	0.09	0.43	0.28	0.63	0.66	3.45	4.88	3.38	1.71	0.1	0.12	0	0	0	0.58	0.11
ETFRF1	7.74	21.9	33.79	20.24	14.1	NA	NA	3.4	13.37	10.73	8.37	29.11	23.67	29.81	28.28	20.45	26.05	29.52	18.79	21.81	28.27	29.91	29.66	29.55	14.09	14.72	23.24	NA	66.08	6.01	4.17	9.7	13.58	13.55	6.81
ITPRIPL2	5.84	1.45	0.67	0.06	2.17	0.62	0.1	0.24	1.67	2.8	2.84	1.75	2.6	3	1.56	1.18	0.56	0.78	0.85	0.86	2	1.62	1.95	2.14	5.93	7.81	2.97	4.54	NA	4.36	5.85	1.89	0.76	4.11	2.18
DENND1C	18.51	7.5	6.72	10.01	10.31	7.73	3.38	2.79	6.83	4.26	5.56	0.99	1.42	1.56	1.11	1.22	0.31	0.62	0.8	0.61	0.79	0.92	0.81	0.82	2.93	3.91	2.86	19.25	6.42	10.75	8.66	3.47	4.3	6.46	4.79
DNAH9	0	0.09	0.06	0.04	0.15	0.29	0.03	0	NA	0.02	0.01	0	0.25	0	0.01	0	0	0.01	0	0	0.04	0	0.03	0.05	0.13	0.2	0.15	0.04	0.01	0.01	0	0.03	0	0.01	0.02
ACHE	6.25	0.5	0.09	0.05	0.22	12.82	0.7	0.03	0.05	0.07	0.06	0.3	0.45	0.58	0.24	0.24	0.09	0.5	0.89	0.68	1.75	1.47	2.35	2.19	1.37	1.84	1.5	9.39	NA	0.44	0.51	1.03	0.07	0.16	0.51
C5orf51	1.01	1.4	10.96	17.15	9.77	13.77	6.43	9.16	13.65	2.81	2.24	6.23	5.71	7.18	8.27	5.31	7.06	4.21	3.89	4.74	1.64	1.99	1.39	1.74	0.84	1.46	2.58	11.22	13.6	2.6	2.21	2.68	1.33	1.33	0.68
PLPP6	6.3	4.9	3.63	7.49	8.98	7.38	8.59	4.59	2.02	3.73	3.56	5	4.44	4.53	6	5.15	4.15	5.36	3.92	4.43	2.26	3	1.97	3.97	3.48	3.9	3.34	NA	7.52	1.1	7.28	1.9	1.82	6.22	7.04
GMNC	0.71	0.57	0	0	0	0	0.01	0	0.05	0.08	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	1.32	0.46	0.23	0.04	0.27	0.06	0.55	0.13	0.07	0
TTC23L	0	0.12	0.38	0.17	0.54	0.16	0	0.34	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.11	1.29	NA	0.35	0	0	0.08	0	0	0
SRRT	41.38	20.54	28.83	32.9	41.76	42.68	45.09	11	16.54	15.46	22.52	27.63	27.93	29.95	26.21	25.63	11.8	21.73	14.12	14.94	12.72	13.87	18.42	16.82	17.17	20.86	12.22	35.67	NA	27.86	34.7	16.87	15.4	21.96	19.85
ZNF316	9.87	2.77	2	0.9	5.74	0.89	0.49	6.09	0.46	2.14	2.92	1.89	1.6	1.5	1.63	2.04	0.68	1.07	0.96	1.07	0.75	0.98	0.93	1.35	4.57	8.42	3.67	10.69	1.67	5.21	4.9	1.2	1.15	5.03	1.21
ONECUT3	0.15	0.06	0	0	0	NA	NA	0	NA	0	0	0.04	0.01	0.19	0	0	0	0	0	0	0	0.02	0.06	0	0	0	0	NA	NA	NA	NA	NA	NA	0	0
